name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
BLAYVAS Anastasia,Female,Germany,Germany,['Wrestling'],"[""Women's Freestyle 50kg""]",23,No,No,0
KRAHMER Jello,Male,Germany,Germany,['Wrestling'],"[""Men's Greco-Roman 130kg""]",29,No,No,0
LAZOGIANIS Lucas Alexandros,Male,Germany,Germany,['Wrestling'],"[""Men's Greco-Roman 97kg""]",23,No,No,0
DIABATE Aichata,Female,Mali,Mali,['Swimming'],"[""Women's 50m Freestyle""]",19,No,No,0
DUDAEV Islam,Male,Albania,Albania,['Wrestling'],"[""Men's Freestyle 65kg""]",29,Yes,Yes,1
MNATSAKANIAN Aik,Male,Bulgaria,Bulgaria,['Wrestling'],"[""Men's Greco-Roman 77kg""]",29,Yes,No,0
MEMNELOUM Demos,Female,Chad,Chad,['Judo'],['Women -70 kg'],30,No,No,0
NOVIKOV Semen Sergeevich,Male,Bulgaria,Bulgaria,['Wrestling'],"[""Men's Greco-Roman 87kg""]",27,No,Yes,1
MILOV Kiril Milenov,Male,Bulgaria,Bulgaria,['Wrestling'],"[""Men's Greco-Roman 130kg""]",27,No,No,0
NOLOT Lauriane,Female,France,France,['Sailing'],"[""Women's Kite""]",26,Yes,Yes,1
MAZELLA Axel,Male,France,France,['Sailing'],"[""Men's Kite""]",27,Yes,No,0
NOESMOEN Helene,Female,France,France,['Sailing'],"[""Women's Windsurfing""]",32,Yes,No,0
GOYARD Nicolas,Male,France,France,['Sailing'],"[""Men's Windsurfing""]",28,No,No,0
CERVERA Louise,Female,France,France,['Sailing'],"[""Women's Dinghy""]",26,Yes,No,0
BERNAZ Jean-Baptiste,Male,France,France,['Sailing'],"[""Men's Dinghy""]",37,Yes,No,0
LECOINTRE Camille,Female,France,France,['Sailing'],['Mixed Dinghy'],39,Yes,No,0
MION Jeremie,Male,France,France,['Sailing'],['Mixed Dinghy'],35,Yes,No,0
STEYAERT Sarah,Female,France,France,['Sailing'],"[""Women's Skiff""]",38,Yes,Yes,1
PICON Charline,Female,France,France,['Sailing'],"[""Women's Skiff""]",40,Yes,Yes,1
FISCHER Erwan,Male,France,France,['Sailing'],"[""Men's Skiff""]",30,Yes,No,0
PEQUIN Clement,Male,France,France,['Sailing'],"[""Men's Skiff""]",31,Yes,No,0
MOURNIAC Tim,Male,France,France,['Sailing'],['Mixed Multihull'],26,Yes,No,0
BERTHOMIEU Lou,Female,France,France,['Sailing'],['Mixed Multihull'],23,Yes,No,0
VEITIA Lisneidy,Female,Cuba,Cuba,['Athletics'],"[""Women's 4 x 400m Relay""]",30,Yes,No,0
CORREA Alonso,Male,Peru,Peru,['Surfing'],['Men'],26,No,No,0
MESINAS Lucca,Male,Peru,Peru,['Surfing'],['Men'],28,No,No,0
AGUIRRE Sol,Female,Peru,Peru,['Surfing'],['Women'],21,No,No,0
DIOP Bocar,Male,Senegal,Senegal,['Taekwondo'],['Men -58kg'],27,No,No,0
MENDY Louis Francois,Male,Senegal,Senegal,['Athletics'],"[""Men's 110m Hurdles""]",25,Yes,No,0
MENA SOLANO Milagro,Female,Costa Rica,Costa Rica,['Cycling Road'],"[""Women's Road Race""]",31,No,No,0
ZHOU Jingyi,Female,Singapore,Singapore,['Table Tennis'],"[""Women's Singles""]",19,No,No,0
